319.000000	77.000000	143.000000	10648.000000	Si
319.000000	77.000000	121.000000	10648.000000	Si
319.000000	77.000000	99.000000	10648.000000	Si
319.000000	77.000000	77.000000	10648.000000	Si
319.000000	77.000000	55.000000	10648.000000	Si
319.000000	77.000000	33.000000	10648.000000	Si
319.000000	77.000000	11.000000	10648.000000	Si
319.000000	77.000000	-11.000000	10648.000000	Si
319.000000	77.000000	-33.000000	10648.000000	Si
319.000000	77.000000	-55.000000	10648.000000	Si
319.000000	77.000000	-77.000000	10648.000000	Si
319.000000	77.000000	-99.000000	10648.000000	Si
319.000000	77.000000	-121.000000	10648.000000	Si
319.000000	77.000000	-143.000000	10648.000000	Si
319.000000	55.000000	143.000000	10648.000000	Si
319.000000	55.000000	121.000000	10648.000000	Si
319.000000	55.000000	99.000000	10648.000000	Si
319.000000	55.000000	77.000000	10648.000000	Si
319.000000	55.000000	55.000000	10648.000000	Si
319.000000	55.000000	33.000000	10648.000000	Si
319.000000	55.000000	11.000000	10648.000000	Si
319.000000	55.000000	-11.000000	10648.000000	Si
319.000000	55.000000	-33.000000	10648.000000	Si
319.000000	55.000000	-55.000000	10648.000000	Si
319.000000	55.000000	-77.000000	10648.000000	Si
319.000000	55.000000	-99.000000	10648.000000	Si
319.000000	55.000000	-121.000000	10648.000000	Si
319.000000	55.000000	-143.000000	10648.000000	Si
319.000000	33.000000	143.000000	10648.000000	Si
319.000000	33.000000	121.000000	10648.000000	Si
319.000000	33.000000	99.000000	10648.000000	Si
319.000000	33.000000	77.000000	10648.000000	Si
319.000000	33.000000	55.000000	10648.000000	Si
319.000000	33.000000	33.000000	10648.000000	Si
319.000000	33.000000	11.000000	10648.000000	Si
319.000000	33.000000	-11.000000	10648.000000	Si
319.000000	33.000000	-33.000000	10648.000000	Si
319.000000	33.000000	-55.000000	10648.000000	Si
319.000000	33.000000	-77.000000	10648.000000	Si
319.000000	33.000000	-99.000000	10648.000000	Si
319.000000	33.000000	-121.000000	10648.000000	Si
319.000000	33.000000	-143.000000	10648.000000	Si
319.000000	11.000000	143.000000	10648.000000	Si
319.000000	11.000000	121.000000	10648.000000	Si
